preferred_label,lookup_key,atc_link,atc4,atc4_candidates,atc_exact,atc_candidates,RXCUI,DDINTER,ddinter_similarity
N-Acetil-L-Cisteina,n-acetil-l-cisteina,R05CB01,R05CB,R05CB,R05CB01,R05CB01,,,
N-Butilscopolamina Bromuro,n-butilscopolamina,A03BB01,A03BB,A03BB,A03BB01,A03BB01,,,
Nabumetone,nabumetone,M01AX01,M01AX,M01AX,M01AX01,M01AX01,31448,DDInter1254,1.000000
Nadifloxacina,nadifloxacina,D10AF05,D10AF,D10AF,D10AF05,D10AF05,,,
Nadololo,nadololo,C07AA12,C07AA,C07AA,C07AA12,C07AA12,7226,,
Nadroparina Calcica,nadroparina calcica,B01AB06,B01AB,B01AB,B01AB06,B01AB06,67031,,
Nafazolina,nafazolina,R01AA08,,R01AA|S01GA,,R01AA08|S01GA01,7247,,
Naftifina Cloridrato,naftifina,D01AE22,D01AE,D01AE,D01AE22,D01AE22,31476,,
Naldemedina,naldemedina,A06AH05,A06AH,A06AH,A06AH05,A06AH05,1876597,,
Nalmefene,nalmefene,N07BB05,N07BB,N07BB,N07BB05,N07BB05,31479,DDInter1260,1.000000
Naloxegol,naloxegol,A06AH03,A06AH,A06AH,A06AH03,A06AH03,1551777,DDInter1261,1.000000
Naloxone Cloridrato,naloxone,V03AB15,V03AB,V03AB,V03AB15,V03AB15,7242,DDInter1262,1.000000
Naloxone (Td),naloxone (td),V03AB15,V03AB,V03AB,V03AB15,V03AB15,7242,DDInter1262,1.000000
Naltrexone Cloridrato,naltrexone,N07BB04,N07BB,N07BB,N07BB04,N07BB04,7243,DDInter1263,1.000000
Naphthalinum,naphthalinum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Naprossene Sodico,naprossene,M01AE02,M01AE,M01AE,M01AE02,M01AE02,,,
Naproxene,naproxene,M01AE02,,M01AE|M02AA,,M01AE02|M02AA12,7258,,
Natalizumab,natalizumab,L04AG03,L04AG,L04AG,L04AG03,L04AG03,354770,DDInter1268,1.000000
Natrium Carbonicum,natrium carbonicum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Natrium Muriaticum,natrium muriaticum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Natrium Phosphoricum,natrium phosphoricum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Natrium Silicicum,natrium silicicum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Natrium Sulfuricum,natrium sulfuricum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Nebivololo,nebivololo,C07AB12,C07AB,C07AB,C07AB12,C07AB12,31555,,
Nelarabina,nelarabina,L01BB07,L01BB,L01BB,L01BB07,L01BB07,274771,,
Nemolizumab,nemolizumab,D11AH12,D11AH,D11AH,D11AH12,D11AH12,2691310,,
Nepafenac,nepafenac,S01BC10,S01BC,S01BC,S01BC10,S01BC10,298665,DDInter1280,1.000000
Neratinib,neratinib,L01EH02,L01EH,L01EH,L01EH02,L01EH02,1940643,DDInter1281,1.000000
Netarsudil,netarsudil,S01EX05,S01EX,S01EX,S01EX05,S01EX05,1992864,,
Netilmicina,netilmicina,S01AA23,,J01GB|S01AA,,S01AA23|J01GB07,7337,DDInter1283,0.952381
Nevirapina,nevirapina,J05AG01,J05AG,J05AG,J05AG01,J05AG01,53654,,
Niaouli Essenza,niaouli essenza,R01AX10,R01AX,R01AX,R01AX10,R01AX10,,,
Nicardipina Cloridrato,nicardipina,C08CA04,C08CA,C08CA,C08CA04,C08CA04,7396,,
Niccolum Metallicum,niccolum metallicum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Nichel Solfato Esaidrato,nichel,V04CL,V04CL,V04CL,V04CL,V04CL,,,
Niclosamide,niclosamide,P02DA01,P02DA,P02DA,P02DA01,P02DA01,7402,DDInter1288,1.000000
Nicotina,nicotina,N07BA01,N07BA,N07BA,N07BA01,N07BA01,7407,,
Nicotina Resinato,nicotina resinato,N07BA01,N07BA,N07BA,N07BA01,N07BA01,7407,,
Nicotinamide,nicotinamide,A11HA01,A11HA,A11HA,A11HA01,A11HA01,7405,DDInter1289,1.000000
Nifedipina,nifedipina,C08CA05,C08CA,C08CA,C08CA05,C08CA05,7417,,
Nifuratel,nifuratel,G01AX05,G01AX,G01AX,G01AX05,G01AX05,7419,,
Nilotinib,nilotinib,L01EA03,L01EA,L01EA,L01EA03,L01EA03,662281,DDInter1293,1.000000
Nimesulide,nimesulide,M01AX17,,A01AD|M01AX|M02AA,,M01AX17|M02AA26|A01AD11,53694,,
Nimesulide Betaciclodestrina,nimesulide betaciclodestrina,M01AX17,M01AX,M01AX,M01AX17,M01AX17,53694,,
Nimodipina,nimodipina,C08CA06,C08CA,C08CA,C08CA06,C08CA06,7426,,
Nintedanib,nintedanib,L01EX09,,L01EX|L01XE,,L01EX09|L01XE31,1592737,DDInter1296,1.000000
Nintedanib Esilato,nintedanib esilato,L01EX09,L01EX,L01EX,L01EX09,L01EX09,1592737,,
Nipocalimab,nipocalimab,L04AL03,L04AL,L04AL,L04AL03,L04AL03,2712693,,
Niraparib,niraparib,L01XK02,L01XK,L01XK,L01XK02,L01XK02,1918231,DDInter1297,1.000000
Nirsevimab,nirsevimab,J06BD08,J06BD,J06BD,J06BD08,J06BD08,2642401,,
Nistatina,nistatina,A07AA02,A07AA,A07AA,A07AA02,A07AA02,7597,,
Nitisinone,nitisinone,A16AX04,A16AX,A16AX,A16AX04,A16AX04,61805,DDInter1300,1.000000
Nitrazepam,nitrazepam,N05CD02,N05CD,N05CD,N05CD02,N05CD02,7440,DDInter1301,1.000000
Nitrendipina,nitrendipina,C08CA08,C08CA,C08CA,C08CA08,C08CA08,7441,,
Nitrofurantoina,nitrofurantoina,J01XE01,J01XE,J01XE,J01XE01,J01XE01,7454,DDInter1303,0.965517
Nitrofurantoina Macrocristalli,nitrofurantoina macrocristalli,J01XE01,J01XE,J01XE,J01XE01,J01XE01,7454,,
Nitroglicerina,nitroglicerina,C01DA02,,C01DA|C05AE,,C01DA02|C05AE01,4917,,
Nitrous Oxide,nitrous oxide,R07AX01,R07AX,R07AX,R07AX01,R07AX01,,DDInter1307,1.000000
Nivolumab,nivolumab,L01FF01,L01FF,L01FF,L01FF01,L01FF01,1597876,DDInter1308,1.000000
Nogapendekin Alfa Inbakicept,nogapendekin alfa inbakicept,L03AC03,L03AC,L03AC,L03AC03,L03AC03,2682678,,
Nomegestrolo Acetato,nomegestrolo,G03DB04,G03DB,G03DB,G03DB04,G03DB04,31930,,
Nonacog Alfa (Fattore Ix Di Coagulazione. Ricombinante),nonacog alfa (fattore ix di coagulazione. ricombinante),B02BD04,B02BD,B02BD,B02BD04,B02BD04,1300488,,
Nonacog Beta Pegilato,nonacog beta pegilato,B02BD04,B02BD,B02BD,B02BD04,B02BD04,1990855,,
Noradrenalina Tartrato,noradrenalina,C01CA03,C01CA,C01CA,C01CA03,C01CA03,2256931,,
Nordazepam,nordazepam,N05BA16,N05BA,N05BA,N05BA16,N05BA16,3155,,
Norepinefrina,norepinefrina,C01CA03,C01CA,C01CA,C01CA03,C01CA03,7512,,
Noretisterone Acetato,noretisterone,G03DC02,G03DC,G03DC,G03DC02,G03DC02,7514,DDInter1312,0.962963
Norfloxacina,norfloxacina,J01MA06,,J01MA|S01AE,,J01MA06|S01AE02,7517,DDInter1313,0.956522
Nortriptilina,nortriptilina,N06AA10,N06AA,N06AA,N06AA10,N06AA10,7531,,
Nuphar Luteum,nuphar luteum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Nusinersen,nusinersen,M09AX07,M09AX,M09AX,M09AX07,M09AX07,1863556,,
Nux Moschata,nux moschata,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Nux Vomica,nux vomica,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Obinutuzumab,obinutuzumab,L01FA03,L01FA,L01FA,L01FA03,L01FA03,974779,DDInter1320,1.000000
Occhio Totale,occhio totale,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Ocrelizumab,ocrelizumab,L04AG08,L04AG,L04AG,L04AG08,L04AG08,1876366,DDInter1321,1.000000
Octocog Alfa,octocog alfa,B02BD02,B02BD,B02BD,B02BD02,B02BD02,1300486,,
Octofluoropropano,octofluoropropano,V08DA01,V08DA,V08DA,V08DA01,V08DA01,,,
Octreotide,octreotide,H01CB02,H01CB,H01CB,H01CB02,H01CB02,7617,DDInter1323,1.000000
Odevixibat,odevixibat,A05AX,A05AX,A05AX,,A05AX|A05AX05,2563966,,
Odronextamab,odronextamab,L01FX,L01FX,L01FX,L01FX,L01FX,,,
Ofatumumab,ofatumumab,L04AG12,L04AG,L04AG,L04AG12,L04AG12,712566,DDInter1324,1.000000
Ofloxacin,ofloxacin,S01AE01,S01AE,S01AE,S01AE01,S01AE01,7623,DDInter1325,1.000000
Ofloxacina,ofloxacina,S01AE01,S01AE,S01AE,S01AE01,S01AE01,7623,,
Olanzapina,olanzapina,N05AH03,N05AH,N05AH,N05AH03,N05AH03,61381,,
Olanzapina Pamoato Monoidrato,olanzapina pamoato,N05AH03,N05AH,N05AH,N05AH03,N05AH03,61381,,
Olaparib,olaparib,L01XK01,L01XK,L01XK,L01XK01,L01XK01,1597582,DDInter1327,1.000000
Olezarsen,olezarsen,C10AX,C10AX,C10AX,C10AX,C10AX,,,
Olio Etiodato,olio etiodato,V08AD01,V08AD,V08AD,V08AD01,V08AD01,,,
Olipudase Alfa,olipudase alfa,A16AB25,A16AB,A16AB,A16AB25,A16AB25,2610407,,
Olmesartan Medoxomil,olmesartan medoxomil,C09DA08,,C09CA|C09DA|C09DB|C09DX,,C09DA08|C09DB02|C09CA08|C09DX03,,,
Olodaterolo,olodaterolo,R03AC19,,R03AC|R03AL,,R03AC19|R03AL06,1546059,DDInter1331,0.952381
Olopatadina,olopatadina,S01GX09,S01GX,S01GX,S01GX09,S01GX09,135391,,
Omalizumab,omalizumab,R03DX05,R03DX,R03DX,R03DX05,R03DX05,302379,DDInter1337,1.000000
Omaveloxolone,omaveloxolone,N,,,N,N,,,
Omega 3 Polinsaturi,omega 3 polinsaturi,C10AX06,C10AX,C10AX,C10AX06,C10AX06,,,
Omega Polienoici (Esteri Etilici Di Acidi Grassi Polinsaturi),omega polienoici (esteri etilici di acidi grassi polinsaturi),C10AX06,C10AX,C10AX,C10AX06,C10AX06,,,
Omega-3-Triglycerides Incl. Other Esters And Acids,omega-3-triglycerides incl. other esters and acids,C10AX06,C10AX,C10AX,C10AX06,C10AX06,,,
Omeprazolo,omeprazolo,A02BC01,A02BC,A02BC,A02BC01,A02BC01,7646,,
Omodimero Di Fusione Dell?Rbd Della Proteina Ricombinante Del Virus Sars-Cov-2 (Ceppo Lp.8.1- Lp.8.1),omodimero di fusione dell?rbd della proteina ricombinante del virus sars-cov-2 (ceppo lp.8.1- lp.8.1),J07BN04,J07BN,J07BN,J07BN04,J07BN04,2722424,,
Onasemnogene Abeparvovec,onasemnogene abeparvovec,M09AX09,M09AX,M09AX,M09AX09,M09AX09,2170226,DDInter1341,1.000000
Ondansetron,ondansetron,A04AA01,A04AA,A04AA,A04AA01,A04AA01,26225,DDInter1342,1.000000
Ondansetrone,ondansetrone,A04AA01,A04AA,A04AA,A04AA01,A04AA01,26225,DDInter1342,0.956522
Opicapone,opicapone,N04BX04,N04BX,N04BX,N04BX04,N04BX04,2362167,DDInter1343,1.000000
Orfenadrina Cloridrato,orfenadrina,N04AB02,N04AB,N04AB,N04AB02,N04AB02,7715,,
Origanum Vulgare,origanum vulgare,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Oritavancina,oritavancina,J01XA05,J01XA,J01XA,J01XA05,J01XA05,1547611,DDInter1347,0.956522
Orlistat,orlistat,A08AB01,A08AB,A08AB,A08AB01,A08AB01,37925,DDInter1348,1.000000
Ornithogallum Umbellatum,ornithogallum umbellatum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Oseltamivir,oseltamivir,J05AH02,J05AH,J05AH,J05AH02,J05AH02,260101,DDInter1350,1.000000
Osilodrostat,osilodrostat,H02CA02,H02CA,H02CA,H02CA02,H02CA02,2286252,DDInter1351,1.000000
Osimertinib,osimertinib,L01EB04,L01EB,L01EB,L01EB04,L01EB04,1721560,DDInter1352,1.000000
Osmium Metallicum,osmium metallicum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Ospemifene,ospemifene,G03XC05,G03XC,G03XC,G03XC05,G03XC05,1370971,DDInter1353,1.000000
Ossi-Idrossido Sucroferrico,ossi-idrossido sucroferrico,V03AE05,V03AE,V03AE,V03AE05,V03AE05,1484283,,
Ossibenzone,ossibenzone,V04CL,V04CL,V04CL,V04CL,V04CL,,,
Ossibutinina Cloridrato,ossibutinina,G04BD04,G04BD,G04BD,G04BD04,G04BD04,,,
Ossicodone Cloridrato,ossicodone,N02AA05,N02AA,N02AA,N02AA05,N02AA05,,,
Ossido Di Zinco,ossido,D02AB,D02AB,D02AB,D02AB,D02AB,,,
Ossigeno,ossigeno,V03AN01,V03AN,V03AN,,V03AN01|V03AN05,,,
Ossitocina,ossitocina,H01BB02,H01BB,H01BB,H01BB02,H01BB02,,,
Otilonio Bromuro,otilonio,A03AB06,A03AB,A03AB,A03AB06,A03AB06,32311,,
Oxacillina,oxacillina,J01CF04,J01CF,J01CF,J01CF04,J01CF04,7773,,
Oxaliplatino,oxaliplatino,L01XA03,L01XA,L01XA,L01XA03,L01XA03,32592,DDInter1355,0.956522
Oxatomide,oxatomide,R06AE06,,D04AA|R06AE,,R06AE06|D04AA,54236,,
Oxazepam,oxazepam,N05BA04,N05BA,N05BA,N05BA04,N05BA04,7781,DDInter1359,1.000000
Oxcarbazepina,oxcarbazepina,N03AF02,N03AF,N03AF,N03AF02,N03AF02,32624,,
Oxerutina,oxerutina,C05CA54,C05CA,C05CA,C05CA54,C05CA54,,,
Oxibuprocaina Cloridrato,oxibuprocaina,S01HA02,S01HA,S01HA,S01HA02,S01HA02,18889,,
Oxibutinina Cloridrato,oxibutinina,G04BD04,G04BD,G04BD,G04BD04,G04BD04,32675,,
Oxicodone Cloridrato,oxicodone,N02AA05,N02AA,N02AA,N02AA05,N02AA05,219740,,
Oximetazolina Cloridrato,oximetazolina,R01AA05,R01AA,R01AA,R01AA05,R01AA05,7812,,
Oxitocina,oxitocina,H01BB02,H01BB,H01BB,H01BB02,H01BB02,7824,,
Oxitriptano,oxitriptano,N06AX01,N06AX,N06AX,N06AX01,N06AX01,94,DDInter1362,0.952381
Oxolamina Citrato,oxolamina,R05DB07,R05DB,R05DB,R05DB07,R05DB07,32658,,
Ozanimod Cloridrato,ozanimod,L04AE02,L04AE,L04AE,L04AE02,L04AE02,2288236,DDInter1376,1.000000
Ozenoxacina,ozenoxacina,D06AX14,D06AX,D06AX,D06AX14,D06AX14,1994739,,
Paclitaxel,paclitaxel,L01CD01,L01CD,L01CD,L01CD01,L01CD01,56946,DDInter1377,1.000000
Padeliporfina,padeliporfina,L01XD07,L01XD,L01XD,L01XD07,L01XD07,,,
Paeonia Officinalis,paeonia officinalis,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Palbociclib,palbociclib,L01EF01,L01EF,L01EF,L01EF01,L01EF01,1601374,DDInter1379,1.000000
Paliperidone,paliperidone,N05AX13,N05AX,N05AX,N05AX13,N05AX13,679314,DDInter1381,1.000000
Paliperidone Palmitato,paliperidone palmitato,N05AX13,N05AX,N05AX,N05AX13,N05AX13,858045,,
Palivizumab,palivizumab,J06BD01,J06BD,J06BD,J06BD01,J06BD01,194279,,
Palladium Metallicum,palladium metallicum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Palonosetron Cloridrato,palonosetron,A04AA05,A04AA,A04AA,A04AA05,A04AA05,70561,DDInter1382,1.000000
Palonosetron (Td),palonosetron (td),A04AA05,A04AA,A04AA,A04AA05,A04AA05,70561,DDInter1382,1.000000
Palopegteriparatide,palopegteriparatide,H05AA05,H05AA,H05AA,H05AA05,H05AA05,2693635,,
Pamidronato Disodico,pamidronato disodico,M05BA03,M05BA,M05BA,M05BA03,M05BA03,,,
Pancrelipasi,pancrelipasi,A09AA02,A09AA,A09AA,A09AA02,A09AA02,743,,
Panitumumab,panitumumab,L01FE02,L01FE,L01FE,L01FE02,L01FE02,263034,DDInter1386,1.000000
Panobinostat,panobinostat,L01XH03,L01XH,L01XH,L01XH03,L01XH03,1603350,DDInter1387,1.000000
Pantetina,pantetina,A11HA32,A11HA,A11HA,A11HA32,A11HA32,32863,,
Pantoprazolo,pantoprazolo,A02BC02,A02BC,A02BC,A02BC02,A02BC02,40790,,
Papaver Somniferum L. Tintura,papaver somniferum l. tintura,A07DA02,A07DA,A07DA,A07DA02,A07DA02,7676,,
Papaverina Cloridrato,papaverina,A03AD01,A03AD,A03AD,A03AD01,A03AD01,7895,,
Parabeni Mix,parabeni mix,V04CL,V04CL,V04CL,V04CL,V04CL,,,
Paracalcitolo,paracalcitolo,H05BX02,H05BX,H05BX,H05BX02,H05BX02,73710,,
Paracetamol,paracetamol,N02BE51,N02BE,N02BE,N02BE51,N02BE51,161,,
Paracetamolo,paracetamolo,N02BE01,N02BE,N02BE,,N02BE01|N02BE51,161,,
Paraffina Liquida,paraffina liquida,A06AA01,,A06AA|V07AY,,A06AA01|V07AY,6972,,
Parecoxib Sodico,parecoxib,M01AH04,M01AH,M01AH,M01AH04,M01AH04,279950,,
Pareira Brava,pareira brava,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Paris Quadrifolia,paris quadrifolia,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Parnaparina,parnaparina,B01AB07,B01AB,B01AB,B01AB07,B01AB07,69528,,
Paromomicina,paromomicina,A07AA06,A07AA,A07AA,A07AA06,A07AA06,7934,,
Paroxetina,paroxetina,N06AB05,N06AB,N06AB,N06AB05,N06AB05,32937,,
Pasireotide,pasireotide,H01CB05,H01CB,H01CB,H01CB05,H01CB05,1364105,DDInter1398,1.000000
Passiflora Parti Aeree (Passiflora Incarnata L.) Estratto Secco,passiflora parti aeree (passiflora incarnata l.) estratto secco,N05CM,N05CM,N05CM,N05CM,N05CM,,,
Patiromer,patiromer,V03AE09,V03AE,V03AE,V03AE09,V03AE09,,DDInter1399,1.000000
Patiromer Calcio Sorbitolo,patiromer calcio sorbitolo,V03AE09,V03AE,V03AE,V03AE09,V03AE09,,,
Patisiran,patisiran,N07XX12,N07XX,N07XX,N07XX12,N07XX12,2053490,,
Pazopanib,pazopanib,L01EX03,,L01EX|L01XE,,L01EX03|L01XE11,714438,DDInter1400,1.000000
Pegaspargase,pegaspargase,L01XX24,L01XX,L01XX,L01XX24,L01XX24,34132,DDInter1404,1.000000
Pegcetacoplan,pegcetacoplan,L04AJ03,L04AJ,L04AJ,L04AJ03,L04AJ03,2557372,,
Pegfilgrastim,pegfilgrastim,L03AA13,L03AA,L03AA,L03AA13,L03AA13,338036,DDInter1405,1.000000
Peginterferone Beta-1,peginterferone beta-1,L03AB13,L03AB,L03AB,L03AB13,L03AB13,75917,DDInter1409,0.952381
Pegunigalsidase Alfa,pegunigalsidase alfa,A16AB20,A16AB,A16AB,A16AB20,A16AB20,2637446,,
Pegvaliase,pegvaliase,A16AB19,A16AB,A16AB,A16AB19,A16AB19,2046360,DDInter1411,1.000000
Pegvisomant,pegvisomant,H01AX01,H01AX,H01AX,H01AX01,H01AX01,278739,DDInter1412,1.000000
Pegzilarginasi,pegzilarginasi,A16AB24,A16AB,A16AB,A16AB24,A16AB24,2738648,,
Pembrolizumab,pembrolizumab,L01FF02,L01FF,L01FF,L01FF02,L01FF02,1547545,DDInter1413,1.000000
Pemetrexed,pemetrexed,L01BA04,L01BA,L01BA,L01BA04,L01BA04,68446,DDInter1414,1.000000
Pemetrexed Disodico,pemetrexed disodico,L01BA04,L01BA,L01BA,L01BA04,L01BA04,282443,,
Pemigatinib,pemigatinib,L01EN02,L01EN,L01EN,L01EN02,L01EN02,2359268,DDInter1415,1.000000
Penciclovir,penciclovir,D06BB06,D06BB,D06BB,D06BB06,D06BB06,59839,DDInter1418,1.000000
Penicillina G Potassica,penicillina g potassica,J01CE01,J01CE,J01CE,J01CE01,J01CE01,203133,,
Pentamidina Isetionato,pentamidina isetionato,P01CX01,P01CX,P01CX,P01CX01,P01CX01,7994,,
Pentetreotide,pentetreotide,V09IB01,V09IB,V09IB,V09IB01,V09IB01,,,
Pentosano Polisolfato Sodico,pentosano polisolfato,G04BX15,,B01AB|C05BA|G04BX,,G04BX15|B01AB|C05BA04,155046,,
Pentossifillina,pentossifillina,C04AD03,C04AD,C04AD,C04AD03,C04AD03,,,
Pentossiverina,pentossiverina,R05DB05,R05DB,R05DB,R05DB05,R05DB05,,,
Pentostatina,pentostatina,L01XX08,L01XX,L01XX,L01XX08,L01XX08,8011,DDInter1425,0.956522
Pentoxifillina,pentoxifillina,C04AD03,C04AD,C04AD,C04AD03,C04AD03,8013,,
Perampanel,perampanel,N03AX22,N03AX,N03AX,N03AX22,N03AX22,1356552,DDInter1428,1.000000
Perfenazina,perfenazina,N05AB03,N05AB,N05AB,N05AB03,N05AB03,8076,,
Perflutreno,perflutreno,V08DA04,V08DA,V08DA,V08DA04,V08DA04,,DDInter1429,0.952381
Periciazina,periciazina,N05AC01,N05AC,N05AC,N05AC01,N05AC01,8766,,
Perindopril,perindopril,C09AA04,C09AA,C09AA,C09AA04,C09AA04,54552,DDInter1431,1.000000
Perindopril Arginina,perindopril arginina,C09AA04,C09AA,C09AA,C09AA04,C09AA04,1600711,,
Perindopril Erbumina,perindopril erbumina,C09AA04,C09AA,C09AA,C09AA04,C09AA04,72260,,
Perindopril Tert-Butilamina,perindopril tert-butilamina,C09AA04,,C09AA|C09BA|C09BB,,C09AA04|C09BA04|C09BB04,72260,,
Perindopril Tosilato,perindopril tosilato,C09AA04,,C09AA|C09BA,,C09AA04|C09BA04,54552,,
Permetrina,permetrina,P03AC04,P03AC,P03AC,P03AC04,P03AC04,33199,,
Perossido Di Idrogeno,perossido di idrogeno,D08AX01,D08AX,D08AX,D08AX01,D08AX01,,,
Pertuzumab,pertuzumab,L01FD02,L01FD,L01FD,L01FD02,L01FD02,1298944,DDInter1434,1.000000
Petidina Cloridrato,petidina,N02AB02,N02AB,N02AB,N02AB02,N02AB02,6754,,
Petroleum,petroleum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Petroselinum Sativum,petroselinum sativum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Phellandrium Aquaticum,phellandrium aquaticum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Phosphorus,phosphorus,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Physostigma Venenosum,physostigma venenosum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Phytolacca Decandra,phytolacca decandra,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Picotamide,picotamide,B01AC03,B01AC,B01AC,B01AC03,B01AC03,,,
Pidotimod,pidotimod,L03AX05,L03AX,L03AX,L03AX05,L03AX05,40450,,
Piflufolastat (18F),piflufolastat (18f),V09IX16,V09IX,V09IX,V09IX16,V09IX16,2556616,,
Pilocarpina Nitrato,pilocarpina,N07AX01,,N07AX|S01EB,,N07AX01|S01EB01,8328,,
Pimecrolimus,pimecrolimus,D11AH02,D11AH,D11AH,D11AH02,D11AH02,321952,DDInter1469,1.000000
Pimozide,pimozide,N05AG02,N05AG,N05AG,N05AG02,N05AG02,8331,DDInter1470,1.000000
Pinaverio Bromuro,pinaverio,A03AX04,A03AX,A03AX,A03AX04,A03AX04,33724,,
Pinazepam,pinazepam,N05BA14,N05BA,N05BA,N05BA14,N05BA14,3322,,
Pindololo,pindololo,C07AA03,C07AA,C07AA,C07AA03,C07AA03,8332,,
Pioglitazone,pioglitazone,A10BG03,A10BG,A10BG,A10BG03,A10BG03,33738,DDInter1472,1.000000
Piperacillina Sodica,piperacillina,J01CA12,J01CA,J01CA,J01CA12,J01CA12,8339,,
Pipetanato Etobromuro,pipetanato etobromuro,A03AA,A03AA,A03AA,A03AA,A03AA,,,
Piracetam,piracetam,N06BX03,N06BX,N06BX,N06BX03,N06BX03,8351,,
Pirfenidone,pirfenidone,L04AX05,L04AX,L04AX,L04AX05,L04AX05,1592254,DDInter1477,1.000000
Piridossina Cloridrato,piridossina,A11HA02,A11HA,A11HA,A11HA02,A11HA02,,,
Piridostigmina Bromuro,piridostigmina,N07AA02,N07AA,N07AA,N07AA02,N07AA02,9000,,
Piroxicam,piroxicam,M02AA07,,M01AC|M02AA|S01BC,,M02AA07|M01AC01|S01BC06,8356,DDInter1478,1.000000
Piroxicam Betaciclodestrina,piroxicam betaciclodestrina,M01AC01,M01AC,M01AC,M01AC01,M01AC01,8356,,
Pirtobrutinib,pirtobrutinib,L01EL05,L01EL,L01EL,L01EL05,L01EL05,2629338,,
Pitavastatina Calcica,pitavastatina calcica,C10AA08,C10AA,C10AA,C10AA08,C10AA08,861634,,
Pitolisant,pitolisant,N07XX11,N07XX,N07XX,N07XX11,N07XX11,2197878,DDInter1480,1.000000
Pivmecillina Cloridrato,pivmecillina,J01CA08,J01CA,J01CA,J01CA08,J01CA08,627,,
Pixantrone,pixantrone,L01DB11,L01DB,L01DB,L01DB11,L01DB11,7005,,
Placenta,placenta,V03AX,V03AX,V03AX,V03AX,V03AX,,,
"Plantago Lanceolata Foglie, Estratto Secco","plantago lanceolata foglie, estratto secco",R05,A06AC,A06AC,,R05|A06AC01,,,
Plantago Major,plantago major,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Platina,platina,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Plerixafor,plerixafor,L03AX16,L03AX,L03AX,L03AX16,L03AX16,733003,,
Plumbum Metallicum,plumbum metallicum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Plurifloxacina,plurifloxacina,J01MA17,J01MA,J01MA,J01MA17,J01MA17,,,
Podofillotossina,podofillotossina,D06BB04,D06BB,D06BB,D06BB04,D06BB04,,,
Podophyllum Peltatum,podophyllum peltatum,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Polatuzumab Vedotin,polatuzumab vedotin,L01FX14,L01FX,L01FX,L01FX14,L01FX14,2174090,DDInter1485,1.000000
Polideribotide,polideribotide,D03AX,,D03AX|S01XA|V03AX,,D03AX|V03AX|S01XA,,,
Polidocanolo,polidocanolo,C05BB02,C05BB,C05BB,C05BB02,C05BB02,968170,,
Poliesanide,poliesanide,S01AX24,S01AX,S01AX,S01AX24,S01AX24,1373041,,
Poligelina,poligelina,B05AA06,B05AA,B05AA,B05AA06,B05AA06,,,
Polvere Sgrassata Di Semi Di Arachis Hypogaea L. (Arachidi),polvere sgrassata di semi di arachis hypogaea l. (arachidi),V01AA08,V01AA,V01AA,V01AA08,V01AA08,,,
Pomalidomide,pomalidomide,L04AX06,L04AX,L04AX,L04AX06,L04AX06,1369713,DDInter1491,1.000000
Ponatinib,ponatinib,L01EA05,L01EA,L01EA,L01EA05,L01EA05,1364347,DDInter1492,1.000000
Ponesimod,ponesimod,L04AE04,L04AE,L04AE,L04AE04,L04AE04,2532300,,
Populus Tremula,populus tremula,V03AX,V03AX,V03AX,V03AX,V03AX,,,
Posaconazolo,posaconazolo,J02AC04,J02AC,J02AC,J02AC04,J02AC04,282446,,
Potassio Acetato,potassio,B05XA17,B05XA,B05XA,B05XA17,B05XA17,54987,,
Potassio Aspartato,potassio aspartato,B05XA,B05XA,B05XA,B05XA,B05XA,,,
Potassio Canrenoato,potassio canrenoato,C03DA02,C03DA,C03DA,C03DA02,C03DA02,1981,,
Potassio Cloruro,potassio cloruro,B05XA01,,A12BA|B05XA,,B05XA01|A12BA01,1901,,
Potassio Lattato,potassio lattato,B05XA15,B05XA,B05XA,B05XA15,B05XA15,,,
