preferred_label,normalized_label,ATC,atc_link
CALCIUM PHOSPHORICUM D6 SALE DR. SCHUSSLER N. 2,calcium phosphoricum d6 sale dr. schussler n. 2,V03AX,V03AX
CALCIUM PHOSPHORICUM DYNAMIS,calcium phosphoricum dynamis,V03AX,V03AX
CALCIUM SANDOZ,calcium sandoz,A12AA20,A12AA20
CALCIUM SULFURICUM,calcium sulfuricum,V03AX,V03AX
CALCIUM SULFURICUM D6 SALE DR. SCHUSSLER N. 12,calcium sulfuricum d6 sale dr. schussler n. 12,V03AX,V03AX
CALCIUM SULFURICUM DYNAMIS,calcium sulfuricum dynamis,V03AX,V03AX
CALCO,calco,H05BA01,H05BA01
CALENDULA,calendula,V03AX,V03AX
CALENDULA OFFICINALIS,calendula officinalis,V03AX,V03AX
CALENVIS,calenvis,V03AX,V03AX
CALIMIX,calimix,R01AD09,R01AD09
CALINDIR,calindir,G03AA12,G03AA12
CALISVIT,calisvit,A12AX,A12AX
CALMINEMED,calminemed,M02AA15,M02AA15
CALMIRA,calmira,S01GX09,S01GX09
CALQUENCE,calquence,L01EL02,L01EL02
CAMCEVI,camcevi,L02AE02,L02AE02
CAMILIA,camilia,V03AX,V03AX
CAMPRAL,campral,N07BB03,N07BB03
CAMPTO,campto,L01CE02,L01CE02
CAMZYOS,camzyos,C01EB24,C01EB24
CANACID,canacid,J02AC01,J02AC01
CANCIDAS,cancidas,J02AX04,J02AX04
CANDESARTAN ALTER,candesartan alter,C09CA06,C09CA06
CANDESARTAN AUROBINDO,candesartan aurobindo,C09CA06,C09CA06
CANDESARTAN DOC GENERICI,candesartan doc generici,C09CA06,C09CA06
CANDESARTAN E AMLODIPINA DOC,candesartan e amlodipina doc,C09DB07,C09DB07
CANDESARTAN E AMLODIPINA SANDOZ,candesartan e amlodipina sandoz,C09DB07,C09DB07
CANDESARTAN E IDROCLOROTIAZIDE ALTER,candesartan e idroclorotiazide alter,C09DA06,C09DA06
CANDESARTAN E IDROCLOROTIAZIDE DOC GENERICI,candesartan e idroclorotiazide doc generici,C09DA06,C09DA06
CANDESARTAN E IDROCLOROTIAZIDE EG,candesartan e idroclorotiazide eg,C09DA06,C09DA06
CANDESARTAN E IDROCLOROTIAZIDE EG STADA,candesartan e idroclorotiazide eg stada,C09DA06,C09DA06
CANDESARTAN E IDROCLOROTIAZIDE HCS,candesartan e idroclorotiazide hcs,C09DA06,C09DA06
CANDESARTAN E IDROCLOROTIAZIDE MYLAN,candesartan e idroclorotiazide mylan,C09DA06,C09DA06
CANDESARTAN E IDROCLOROTIAZIDE MYLAN GENERICS,candesartan e idroclorotiazide mylan generics,C09DA06,C09DA06
CANDESARTAN E IDROCLOROTIAZIDE SANDOZ,candesartan e idroclorotiazide sandoz,C09DA06,C09DA06
CANDESARTAN E IDROCLOROTIAZIDE TEVA ITALIA,candesartan e idroclorotiazide teva italia,C09DA06,C09DA06
CANDESARTAN E IDROCLOROTIAZIDE ZENTIVA,candesartan e idroclorotiazide zentiva,C09DA06,C09DA06
CANDESARTAN E IDROCLOROTIAZIDE ZENTIVA ITALIA,candesartan e idroclorotiazide zentiva italia,C09DA06,C09DA06
CANDESARTAN EG,candesartan eg,C09CA06,C09CA06
CANDESARTAN EG STADA,candesartan eg stada,C09CA06,C09CA06
CANDESARTAN HCS,candesartan hcs,C09CA06,C09CA06
CANDESARTAN LICONSA,candesartan liconsa,C09CA06,C09CA06
CANDESARTAN MYLAN,candesartan mylan,C09CA06,C09CA06
CANDESARTAN MYLAN PHARMA,candesartan mylan pharma,C09CA06,C09CA06
CANDESARTAN PENSA,candesartan pensa,C09CA06,C09CA06
CANDESARTAN SANDOZ,candesartan sandoz,C09CA06,C09CA06
CANDESARTAN TEVA ITALIA,candesartan teva italia,C09CA06,C09CA06
CANDESARTAN ZENTIVA,candesartan zentiva,C09CA06,C09CA06
CANDETENS,candetens,C09DB07,C09DB07
CANDIDA ALBICANS,candida albicans,V03AX,V03AX
CANEPHRON,canephron,G04BX,G04BX
CANESTEN,canesten,D01AC01,D01AC01
CANESTEN UNIDIE,canesten unidie,D01AC10,D01AC10
CANFORA MARCO VITI,canfora marco viti,M02AX10,M02AX10
CANFORA NEW.FA.DEM.,canfora new.fa.dem.,M02AX10,M02AX10
CANFORA SELLA,canfora sella,M02AX10,M02AX10
CANFORA ZETA,canfora zeta,M02AX10,M02AX10
CANGIL,cangil,D01AC01,D01AC01
CAPAXYL,capaxyl,B05XA07,B05XA07
CAPD 17,capd 17,B05DA|B05DB,
CAPD 18,capd 18,B05DA|B05DB,
CAPD 19,capd 19,B05DA|B05DB,
CAPECITABINA ACCORD,capecitabina accord,L01BC06,L01BC06
CAPECITABINA MEDAC,capecitabina medac,L01BC06,L01BC06
CAPECITABINA MYLAN,capecitabina mylan,L01BC06,L01BC06
CAPECITABINA TEVA,capecitabina teva,L01BC06,L01BC06
CAPECITABINA ZENTIVA,capecitabina zentiva,L01BC06,L01BC06
CAPECITABINA ZENTIVA ITALIA,capecitabina zentiva italia,L01BC06,L01BC06
CAPILAREMA,capilarema,C05CX,C05CX
CAPILLAREMA,capillarema,C05CX,C05CX
CAPRELSA,caprelsa,L01EX04,L01EX04
CAPSICUM ANNUUM,capsicum annuum,V03AX,V03AX
CAPSICUM ANNUUM DYNAMIS,capsicum annuum dynamis,V03AX,V03AX
CAPTOPRIL E IDROCLOROTIAZIDE MYLAN GENERICS,captopril e idroclorotiazide mylan generics,C09BA01,C09BA01
CAPTOPRIL EG,captopril eg,C09AA01,C09AA01
CAPTOPRIL MYLAN GENERICS,captopril mylan generics,C09AA01,C09AA01
CAPVAXIVE,capvaxive,J07AL02,J07AL02
CARAVEL,caravel,C07AG02,C07AG02
CARBAGLU,carbaglu,A16AA05,A16AA05
CARBAMAZEPINA AUROBINDO,carbamazepina aurobindo,N03AF01,N03AF01
CARBAMAZEPINA EG,carbamazepina eg,N03AF01,N03AF01
CARBAMAZEPINA ZENTIVA,carbamazepina zentiva,N03AF01,N03AF01
CARBETOCINA AGUETTANT,carbetocina aguettant,H01BB03,H01BB03
CARBO VEGETABILIS,carbo vegetabilis,V03AX,V03AX
CARBO VEGETABILIS DYNAMIS,carbo vegetabilis dynamis,V03AX,V03AX
CARBOCISTEINA IPSO PHARMA,carbocisteina ipso pharma,R05CB03,R05CB03
CARBOLITHIUM,carbolithium,N05AN01,N05AN01
CARBOPLATINO AHCL,carboplatino ahcl,L01XA02,L01XA02
CARBOPLATINO AUROBINDO ITALIA,carboplatino aurobindo italia,L01XA02,L01XA02
CARBOPLATINO HIKMA,carboplatino hikma,L01XA02,L01XA02
CARBOPLATINO MEDAC,carboplatino medac,L01XA02,L01XA02
CARBOPLATINO PFIZER,carboplatino pfizer,L01XA02,L01XA02
CARBOPLATINO TEVA,carboplatino teva,L01XA02,L01XA02
CARBOSEN,carbosen,N01BB03,N01BB03
CARBOSEN CON ADRENALINA,carbosen con adrenalina,N01BB53,N01BB53
CARBOSSIMALTOSIO FERRICO MYLAN,carbossimaltosio ferrico mylan,B03AC,B03AC
CARBOSSIMALTOSIO FERRICO SANDOZ,carbossimaltosio ferrico sandoz,B03AC,B03AC
CARBOSSIMALTOSIO FERRICO TEVA,carbossimaltosio ferrico teva,B03AC,B03AC
CARDIAZOL PARACODINA,cardiazol paracodina,R05DA20,R05DA20
CARDICOR,cardicor,C07AB07,C07AB07
CARDIOASPIRIN,cardioaspirin,B01AC06,B01AC06
CARDIOGEN,cardiogen,V09GX04,V09GX04
CARDIOSPERMUM HALICACABUM,cardiospermum halicacabum,V03AX,V03AX
CARDIOVASC,cardiovasc,C08CA13,C08CA13
CARDIOXANE,cardioxane,V03AF02,V03AF02
CARDIRENE,cardirene,B01AC06,B01AC06
CARDOL,cardol,C09CA08,C09CA08
CARDURA,cardura,C02CA04,C02CA04
CARDUUS MARIANUS,carduus marianus,V03AX,V03AX
CAREDIESSE,carediesse,D01AE14,D01AE14
CAREFINAST,carefinast,D11AX10,D11AX10
CARELIMUS,carelimus,D11AH01,D11AH01
CARETOPIC,caretopic,D11AX10,D11AX10
CAREXIDIL,carexidil,D11AX01,D11AX01
CARIPUL,caripul,B01AC09,B01AC09
CARITEX,caritex,J01DD04,J01DD04
CARMUSTINA AUROBINDO,carmustina aurobindo,L01AD01,L01AD01
CARMUSTINA HIKMA,carmustina hikma,L01AD01,L01AD01
CARMUSTINA MEDAC,carmustina medac,L01AD01,L01AD01
CARMUSTINA WAYMADE,carmustina waymade,L01AD01,L01AD01
CARNITENE,carnitene,A16AA01,A16AA01
CARNITINA,carnitina,V03AX,V03AX
CARREFLOR,carreflor,A16AA01,A16AA01
CARTEABAK,carteabak,S01ED05,S01ED05
CARTEOL,carteol,S01ED05,S01ED05
CARTIDONT,cartidont,N01BB58,N01BB58
CARTILAGINE,cartilagine,V03AX,V03AX
CARTILAGO,cartilago,V03AX,V03AX
CARVASIN,carvasin,C01DA08,C01DA08
CARVEDILOLO ALMUS,carvedilolo almus,C07AG02,C07AG02
CARVEDILOLO AUROBINDO,carvedilolo aurobindo,C07AG02,C07AG02
CARVEDILOLO DOC GENERICI,carvedilolo doc generici,C07AG02,C07AG02
CARVEDILOLO EG,carvedilolo eg,C07AG02,C07AG02
CARVEDILOLO HEXAL,carvedilolo hexal,C07AG02,C07AG02
CARVEDILOLO MYLAN GENERICS,carvedilolo mylan generics,C07AG02,C07AG02
CARVEDILOLO PENSA,carvedilolo pensa,C07AG02,C07AG02
CARVEDILOLO RATIOPHARM.,carvedilolo ratiopharm.,C07AG02,C07AG02
CARVEDILOLO SANDOZ,carvedilolo sandoz,C07AG02,C07AG02
CARVEDILOLO TECNIGEN,carvedilolo tecnigen,C07AG02,C07AG02
CARVEDILOLO ZENTIVA,carvedilolo zentiva,C07AG02,C07AG02
CARVIPRESS,carvipress,C07AG02,C07AG02
CARVYKTI,carvykti,L01XL05,L01XL05
CASARENEL,casarenel,D10AD53,D10AD53
CASENJUNIOR,casenjunior,A06AD15,A06AD15
CASENLAX,casenlax,A06AD15,A06AD15
CASGEVY,casgevy,B06AX05,B06AX05
CASODEX,casodex,L02BB03,L02BB03
CASPOFUNGIN HIKMA,caspofungin hikma,J02AX04,J02AX04
CASPOFUNGIN LABORATORIOS LORIEN,caspofungin laboratorios lorien,J02AX04,J02AX04
CASPOFUNGIN MYLAN,caspofungin mylan,J02AX04,J02AX04
CASPOFUNGIN SANDOZ GMBH,caspofungin sandoz gmbh,J02AX04,J02AX04
CASPOFUNGIN SUN,caspofungin sun,J02AX04,J02AX04
CASPOFUNGIN TEVA ITALIA,caspofungin teva italia,J02AX04,J02AX04
CASPOFUNGIN TILLOMED,caspofungin tillomed,J02AX04,J02AX04
CAT 1,cat 1,V03AX,V03AX
CAT 3,cat 3,V03AX,V03AX
CATAPRESAN,catapresan,C02AC01,C02AC01
CATAPRESAN TTS,catapresan tts,C02AC01,C02AC01
CATIOLANZE,catiolanze,S01EE01,S01EE01
CAULOPHYLLUM THALICTROIDES,caulophyllum thalictroides,V03AX,V03AX
CAULOPHYLLUM THALICTROIDES DYNAMIS,caulophyllum thalictroides dynamis,V03AX,V03AX
CAUSTICUM,causticum,V03AX,V03AX
CAUSTICUM HAHNEMANNI DYNAMIS,causticum hahnemanni dynamis,V03AX,V03AX
CAVERJECT,caverject,G04BE01,G04BE01
CAYSTON,cayston,J01DF01,J01DF01
CEANOTHUS AMERICANUS,ceanothus americanus,V03AX,V03AX
CEANOTHUS AMERICANUS DYNAMIS,ceanothus americanus dynamis,V03AX,V03AX
CEBION,cebion,A11GA01,A11GA01
CEDRAVIS,cedravis,M05BA07,M05BA07
CEFACLOR EG,cefaclor eg,J01DC04,J01DC04
CEFAZIL,cefazil,J01DB04,J01DB04
CEFAZOLINA GIT,cefazolina git,J01DB04,J01DB04
CEFAZOLINA K24 PHARMACEUTICALS,cefazolina k24 pharmaceuticals,J01DB04,J01DB04
CEFAZOLINA PHAGECON,cefazolina phagecon,J01DB04,J01DB04
CEFAZOLINA PHARMACARE,cefazolina pharmacare,J01DB04,J01DB04
CEFAZOLINA QILU,cefazolina qilu,J01DB04,J01DB04
CEFAZOLINA TEVA,cefazolina teva,J01DB04,J01DB04
CEFENVIS,cefenvis,V03AX,V03AX
CEFEPIMA NORIDEM,cefepima noridem,J01DE01,J01DE01
CEFEPIME QILU,cefepime qilu,J01DE01,J01DE01
CEFIXIMA AUROBINDO,cefixima aurobindo,J01DD08,J01DD08
CEFIXIMA DOC GENERICI,cefixima doc generici,J01DD08,J01DD08
CEFIXIMA EG,cefixima eg,J01DD08,J01DD08
CEFIXIMA MYLAN,cefixima mylan,J01DD08,J01DD08
CEFIXIMA SANDOZ,cefixima sandoz,J01DD08,J01DD08
CEFIXORAL,cefixoral,J01DD08,J01DD08
CEFODOX,cefodox,J01DD13,J01DD13
CEFOTAXIMA ABC,cefotaxima abc,J01DD01,J01DD01
CEFOTAXIMA EG,cefotaxima eg,J01DD01,J01DD01
CEFOTAXIMA HAMELN,cefotaxima hameln,J01DD01,J01DD01
CEFOTAXIMA TEVA,cefotaxima teva,J01DD01,J01DD01
CEFOTAXIME MYLAN GENERICS,cefotaxime mylan generics,J01DD01,J01DD01
CEFPODOXIMA MYLAN,cefpodoxima mylan,J01DD13,J01DD13
CEFPODOXIMA SANDOZ,cefpodoxima sandoz,J01DD13,J01DD13
CEFRAG,cefrag,J01DD04,J01DD04
CEFTAGES,ceftages,J01DD04,J01DD04
CEFTAROLINA FOSAMIL QILU,ceftarolina fosamil qilu,J01DI02,J01DI02
CEFTAZIDIMA ALMUS,ceftazidima almus,J01DD02,J01DD02
CEFTAZIDIMA ASTRO-PHARMA,ceftazidima astro-pharma,J01DD02,J01DD02
CEFTAZIDIMA BIOPHARMA,ceftazidima biopharma,J01DD02,J01DD02
CEFTAZIDIMA DOC,ceftazidima doc,J01DD02,J01DD02
CEFTAZIDIMA EG STADA,ceftazidima eg stada,J01DD02,J01DD02
CEFTAZIDIMA FRESENIUS,ceftazidima fresenius,J01DD02,J01DD02
CEFTAZIDIMA MYLAN GENERICS,ceftazidima mylan generics,J01DD02,J01DD02
CEFTAZIDIMA QILU,ceftazidima qilu,J01DD02,J01DD02
CEFTAZIDIMA SANDOZ,ceftazidima sandoz,J01DD02,J01DD02
CEFTRIAXONE ABC,ceftriaxone abc,J01DD04,J01DD04
CEFTRIAXONE ACCORD,ceftriaxone accord,J01DD04,J01DD04
CEFTRIAXONE ALMUS,ceftriaxone almus,J01DD04,J01DD04
CEFTRIAXONE ALTER,ceftriaxone alter,J01DD04,J01DD04
CEFTRIAXONE AUROBINDO,ceftriaxone aurobindo,J01DD04,J01DD04
CEFTRIAXONE BIOPHARMA,ceftriaxone biopharma,J01DD04,J01DD04
CEFTRIAXONE DOC GENERICI,ceftriaxone doc generici,J01DD04,J01DD04
CEFTRIAXONE EG,ceftriaxone eg,J01DD04,J01DD04
CEFTRIAXONE GIT,ceftriaxone git,J01DD04,J01DD04
CEFTRIAXONE HEXAL,ceftriaxone hexal,J01DD04,J01DD04
CEFTRIAXONE KALCEKS,ceftriaxone kalceks,J01DD04,J01DD04
CEFTRIAXONE MYLAN GENERICS,ceftriaxone mylan generics,J01DD04,J01DD04
CEFTRIAXONE P-CARE,ceftriaxone p-care,J01DD04,J01DD04
CEFTRIAXONE PENSA,ceftriaxone pensa,J01DD04,J01DD04
CEFTRIAXONE PHARMACARE,ceftriaxone pharmacare,J01DD04,J01DD04
CEFTRIAXONE PIAM FARMACEUTICI,ceftriaxone piam farmaceutici,J01DD04,J01DD04
CEFTRIAXONE QILU,ceftriaxone qilu,J01DD04,J01DD04
CEFTRIAXONE RATIOPHARM,ceftriaxone ratiopharm,J01DD04,J01DD04
CEFTRIAXONE SANDOZ,ceftriaxone sandoz,J01DD04,J01DD04
CEFTRIAXONE TECNIGEN,ceftriaxone tecnigen,J01DD04,J01DD04
CEFTRIAXONE TEVA ITALIA,ceftriaxone teva italia,J01DD04,J01DD04
CEFTRIAXONE ZENTIVA,ceftriaxone zentiva,J01DD04,J01DD04
CEFUROXIMA K24 PHARMACEUTICALS,cefuroxima k24 pharmaceuticals,J01DC02,J01DC02
CEFUROXIMA MYLAN,cefuroxima mylan,J01DC02,J01DC02
CEFUROXIMA SANDOZ,cefuroxima sandoz,J01DC02,J01DC02
CEGFILA,cegfila,L03AA13,L03AA13
CEJEMLY,cejemly,L01FF11,L01FF11
CELARTROX,celartrox,M01AH01,M01AH01
CELDOXOME PEGYLATED LIPOSOMAL,celdoxome pegylated liposomal,L01DB01,L01DB01
CELEBREX,celebrex,M01AH01,M01AH01
CELECOXIB ALTER,celecoxib alter,M01AH01,M01AH01
CELECOXIB AUROBINDO,celecoxib aurobindo,M01AH01,M01AH01
CELECOXIB DOC GENERICI,celecoxib doc generici,M01AH01,M01AH01
CELECOXIB EG,celecoxib eg,M01AH01,M01AH01
CELECOXIB MAXMIND,celecoxib maxmind,M01AH01,M01AH01
CELECOXIB MYLAN,celecoxib mylan,M01AH01,M01AH01
CELECOXIB PENSA PHARMA,celecoxib pensa pharma,M01AH01,M01AH01
CELECOXIB SANDOZ,celecoxib sandoz,M01AH01,M01AH01
CELECOXIB TECNIGEN,celecoxib tecnigen,M01AH01,M01AH01
CELECOXIB TEVA,celecoxib teva,M01AH01,M01AH01
CELECOXIB TEVA ITALIA,celecoxib teva italia,M01AH01,M01AH01
CELECOXIB VIATRIS,celecoxib viatris,M01AH01,M01AH01
CELECOXIB ZENTIVA,celecoxib zentiva,M01AH01,M01AH01
CELLCEPT,cellcept,L04AA06,L04AA06
CELLDEMIC,celldemic,J07BB02,J07BB02
CELLIN 1,cellin 1,V03AX,V03AX
CELLUVISC,celluvisc,S01XA20,S01XA20
CELSENTRI,celsentri,J05AX09,J05AX09
CELSIOR,celsior,V07AB,V07AB
CEMIB,cemib,S01AA12|S02CA06,
CEMISIANA,cemisiana,G03AA16,G03AA16
CENTELLASE,centellase,C05CX,C05CX
CEPIM,cepim,J01DE01,J01DE01
CEPIMEX,cepimex,J01DE01,J01DE01
CEPLENE,ceplene,L03AX14,L03AX14
CEPOREX,ceporex,J01DB01,J01DB01
CEPROTIN,ceprotin,B01AD12,B01AD12
CEPTAVA,ceptava,L04AA06,L04AA06
CEQUA,cequa,S01XA18,S01XA18
CERAZETTE,cerazette,G03AC09,G03AC09
CERCHIO,cerchio,R06AE07,R06AE07
CERDELGA,cerdelga,A16AX10,A16AX10
CEREBRINUM DYNAMIS,cerebrinum dynamis,V03AX,V03AX
CERETEC,ceretec,V09AA01,V09AA01
CEREZYME,cerezyme,A16AB02,A16AB02
CERNEVIT,cernevit,A11BA,A11BA
CEROTTO BERTELLI,cerotto bertelli,M02AB01,M02AB01
CEROXTERIL,ceroxteril,D08AC52,D08AC52
CERTICAN,certican,L04AH02,L04AH02
CERULISINA,cerulisina,S02DC,S02DC
CERULISINA DOLORE,cerulisina dolore,S02DA30,S02DA30
CERVARIX,cervarix,J07BM02,J07BM02
CERVELLO,cervello,V03AX,V03AX
CETERIS,ceteris,R06AE07,R06AE07
CETILSAN,cetilsan,D08AJ03|R02AA06,
CETIRIZINA ABC,cetirizina abc,R06AE07,R06AE07
CETIRIZINA ACCORD,cetirizina accord,R06AE07,R06AE07
CETIRIZINA ALTER,cetirizina alter,R06AE07,R06AE07
CETIRIZINA AUROBINDO,cetirizina aurobindo,R06AE07,R06AE07
CETIRIZINA AUROBINDO ITALIA,cetirizina aurobindo italia,R06AE07,R06AE07
CETIRIZINA DOC,cetirizina doc,R06AE07,R06AE07
CETIRIZINA EG,cetirizina eg,R06AE07,R06AE07
CETIRIZINA IPSO PHARMA,cetirizina ipso pharma,R06AE07,R06AE07
CETIRIZINA MEDREG,cetirizina medreg,R06AE07,R06AE07
CETIRIZINA MYLAN GENERICS,cetirizina mylan generics,R06AE07,R06AE07
CETIRIZINA MYLAN GENERICS ITALIA,cetirizina mylan generics italia,R06AE07,R06AE07
CETIRIZINA PENSA,cetirizina pensa,R06AE07,R06AE07
CETIRIZINA SANDOZ,cetirizina sandoz,R06AE07,R06AE07
CETIRIZINA TEVA,cetirizina teva,R06AE07,R06AE07
CETIRIZINA TEVA ITALIA,cetirizina teva italia,R06AE07,R06AE07
CETIRIZINA ZENTIVA,cetirizina zentiva,R06AE07,R06AE07
CETRAFLUX,cetraflux,S01AE03,S01AE03
CETRARIA ISLANDICA,cetraria islandica,V03AX,V03AX
CETRIFARM,cetrifarm,D08AC52,D08AC52
CETROTIDE,cetrotide,H01CC02,H01CC02
CEVEDALO,cevedalo,N06DA52,N06DA52
CEVENFACTA,cevenfacta,B02BD08,B02BD08
CEXIDAL,cexidal,S02CA05,S02CA05
CEZIBOE,ceziboe,H01CC02,H01CC02
CHAMOMILLA,chamomilla,V03AX,V03AX
CHAMOMILLA CUPRO CULTARADIX RH,chamomilla cupro cultaradix rh,V03AX,V03AX
CHAMOMILLA DYNAMIS,chamomilla dynamis,V03AX,V03AX
CHAMOMILLA HP LINDA'S,chamomilla hp linda's,V03AX,V03AX
CHAMOMILLA VULGARIS,chamomilla vulgaris,V03AX,V03AX
CHAMPIX,champix,N07BA03,N07BA03
CHARLYN,charlyn,R03BA03,R03BA03
CHELIDONIUM MAJUS,chelidonium majus,V03AX,V03AX
CHELIDONIUMPLUS (SYNERGIPLUS N.512),chelidoniumplus (synergiplus n.512),V03AX,V03AX
CHELISYX N,chelisyx n,V03AX,V03AX
CHEMACIN,chemacin,J01GB06,J01GB06
CHEMICETINA,chemicetina,G01AA|G01AA05,
CHENPEN,chenpen,C01CA24,C01CA24
CHEROS,cheros,V03AX,V03AX
CHETOTIFENE MYLAN GENERICS,chetotifene mylan generics,R06AX17,R06AX17
CHIARIDOXINA,chiaridoxina,C02CA04,C02CA04
CHIARO,chiaro,B01AC05,B01AC05
CHIMAPHILA UMBELLATA,chimaphila umbellata,V03AX,V03AX
CHIMAPHILA VIS-HP,chimaphila vis-hp,V03AX,V03AX
CHIMAPLUS (SYNERGIPLUS N.701),chimaplus (synergiplus n.701),V03AX,V03AX
CHINA HOMEO SAPIENS COMP,china homeo sapiens comp,V03AX,V03AX
CHINA REGIA,china regia,V03AX,V03AX
CHINA REGIA DYNAMIS,china regia dynamis,V03AX,V03AX
CHINA RUBRA,china rubra,V03AX,V03AX
CHINA SUCCIRUBRA DYNAMIS,china succirubra dynamis,V03AX,V03AX
CHININA CLORIDRATO AGENZIA INDUSTRIE DIFESA,chinina cloridrato agenzia industrie difesa,P01BC01,P01BC01
CHININA CLORIDRATO GALENICA SENESE,chinina cloridrato galenica senese,P01BC01,P01BC01
CHININA CLORIDRATO S.A.L.F.,chinina cloridrato s.a.l.f.,P01BC01,P01BC01
CHININA SOLFATO NOVA ARGENTIA,chinina solfato nova argentia,P01BC01,P01BC01
CHININUM ARSENICOSUM DYNAMIS,chininum arsenicosum dynamis,V03AX,V03AX
CHININUM SULFURICUM,chininum sulfuricum,V03AX,V03AX
CHININUM SULFURICUM DYNAMIS,chininum sulfuricum dynamis,V03AX,V03AX
CHINOCID,chinocid,J01MA02,J01MA02
CHINOPLUS,chinoplus,J01MA17,J01MA17
CHLORAPREP,chloraprep,D08AC52,D08AC52
CHOLECOMB,cholecomb,C10BA06,C10BA06
CHOLESTERINUM,cholesterinum,V03AX,V03AX
CHOLESTERINUM DYNAMIS,cholesterinum dynamis,V03AX,V03AX
CHOLIB,cholib,C10BA04,C10BA04
CHOLSCAN,cholscan,V09IX07,V09IX07
CIALIS,cialis,G04BE08,G04BE08
CIBADREX,cibadrex,C09BA07,C09BA07
CIBALGINA DUE,cibalgina due,M01AE01,M01AE01
CIBALGINAFOR,cibalginafor,M01AE01,M01AE01
CIBINQO,cibinqo,D11AH08,D11AH08
CICLOFOSFAMIDE ACCORD,ciclofosfamide accord,L01AA01,L01AA01
CICLOFOSFAMIDE SEACROSS,ciclofosfamide seacross,L01AA01,L01AA01
CICLOLUX,ciclolux,S01FA04,S01FA04
CICLOZINIL,ciclozinil,D06AX07,D06AX07
CICUTA VIROSA,cicuta virosa,V03AX,V03AX
CICUTA VIROSA DYNAMIS,cicuta virosa dynamis,V03AX,V03AX
CIDILIN,cidilin,N06BX06,N06BX06
CIDOFOVIR TILLOMED,cidofovir tillomed,J05AB12,J05AB12
CIFOBAN,cifoban,B05,B05
CIKAPPA,cikappa,N06BX06,N06BX06
CILODEX,cilodex,S02CA06,S02CA06
CILOSTAZOLO EG,cilostazolo eg,B01AC23,B01AC23
CILOSTAZOLO MYLAN PHARMA,cilostazolo mylan pharma,B01AC23,B01AC23
CILOSTAZOLO SANDOZ,cilostazolo sandoz,B01AC23,B01AC23
CIMIFEMIN,cimifemin,G02CX04,G02CX04
CIMZIA,cimzia,L04AB05,L04AB05
CINA,cina,V03AX,V03AX
CINACALCET ABDI,cinacalcet abdi,H05BX01,H05BX01
CINACALCET ACCORDPHARMA,cinacalcet accordpharma,H05BX01,H05BX01
CINACALCET AUROBINDO,cinacalcet aurobindo,H05BX01,H05BX01
CINACALCET DOC,cinacalcet doc,H05BX01,H05BX01
CINACALCET EG,cinacalcet eg,H05BX01,H05BX01
CINACALCET GLENMARK,cinacalcet glenmark,H05BX01,H05BX01
CINACALCET TILLOMED,cinacalcet tillomed,H05BX01,H05BX01
CINACALCET VIATRIS,cinacalcet viatris,H05BX01,H05BX01
CINAZYN,cinazyn,N07CA02,N07CA02
CINCOCAINA CLORIDRATO ALLERGEAZE,cincocaina cloridrato allergeaze,V04CL,V04CL
CINERARIA MARITIMA DYNAMIS,cineraria maritima dynamis,V03AX,V03AX
CINNABARIS,cinnabaris,V03AX,V03AX
CINNAMOMUM ZEYLANICUM DYNAMIS,cinnamomum zeylanicum dynamis,V03AX,V03AX
CINQAERO,cinqaero,R03DX08,R03DX08
CINRYZE,cinryze,B06AC01,B06AC01
CIPERUS,ciperus,J01MA02,J01MA02
CIPRALEX,cipralex,N06AB10,N06AB10
CIPROFLOXACINA ABC,ciprofloxacina abc,J01MA02,J01MA02
CIPROFLOXACINA ACCORD,ciprofloxacina accord,J01MA02,J01MA02
CIPROFLOXACINA ALMUS,ciprofloxacina almus,J01MA02,J01MA02
CIPROFLOXACINA ALTER,ciprofloxacina alter,J01MA02,J01MA02
CIPROFLOXACINA AUROBINDO,ciprofloxacina aurobindo,J01MA02,J01MA02
CIPROFLOXACINA BIOINDUSTRIA L.I.M.,ciprofloxacina bioindustria l.i.m.,J01MA02,J01MA02
CIPROFLOXACINA DOC GENERICI,ciprofloxacina doc generici,J01MA02,J01MA02
CIPROFLOXACINA EG,ciprofloxacina eg,J01MA02,J01MA02
CIPROFLOXACINA GALENICA SENESE,ciprofloxacina galenica senese,J01MA02,J01MA02
CIPROFLOXACINA HIKMA,ciprofloxacina hikma,J01MA02,J01MA02
CIPROFLOXACINA KABI,ciprofloxacina kabi,J01MA02,J01MA02
CIPROFLOXACINA KRKA,ciprofloxacina krka,J01MA02,J01MA02
CIPROFLOXACINA MYLAN GENERICS,ciprofloxacina mylan generics,J01MA02,J01MA02
CIPROFLOXACINA PENSA,ciprofloxacina pensa,J01MA02,J01MA02
CIPROFLOXACINA PHARMACARE,ciprofloxacina pharmacare,J01MA02,J01MA02
CIPROFLOXACINA RATIOPHARM,ciprofloxacina ratiopharm,J01MA02,J01MA02
CIPROFLOXACINA SANDOZ,ciprofloxacina sandoz,J01MA02,J01MA02
CIPROFLOXACINA TECNIGEN,ciprofloxacina tecnigen,J01MA02,J01MA02
CIPROFLOXACINA ZENTIVA,ciprofloxacina zentiva,J01MA02,J01MA02
CIPROXIN,ciproxin,J01MA02,J01MA02
CIQORIN,ciqorin,L04AD01,L04AD01
CIRCADIN,circadin,N05CH01,N05CH01
CISATRACURIO HIKMA,cisatracurio hikma,M03AC11,M03AC11
