ddinter_id_1,ddinter_id_2,source,severity,description
DDInter1365,DDInter794,DDInter,Unknown,DDInter unknown interaction between Gadodiamide and Oxybutynin.
DDInter1365,DDInter810,DDInter,Unknown,DDInter unknown interaction between Gefitinib and Oxybutynin.
DDInter1365,DDInter825,DDInter,Unknown,DDInter unknown interaction between Glimepiride and Oxybutynin.
DDInter1365,DDInter826,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Glipizide.
DDInter1365,DDInter83,DDInter,Unknown,DDInter unknown interaction between Amoxicillin and Oxybutynin.
DDInter1365,DDInter831,DDInter,Unknown,DDInter unknown interaction between Glyburide and Oxybutynin.
DDInter1365,DDInter834,DDInter,Moderate,DDInter moderate interaction between Glycopyrronium and Oxybutynin.
DDInter1365,DDInter835,DDInter,Moderate,DDInter moderate interaction between Glycopyrronium (topical) and Oxybutynin.
DDInter1365,DDInter839,DDInter,Unknown,DDInter unknown interaction between Goserelin and Oxybutynin.
DDInter1365,DDInter856,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Heparin.
DDInter1365,DDInter884,DDInter,Moderate,DDInter moderate interaction between Hydrocodone and Oxybutynin.
DDInter1365,DDInter885,DDInter,Unknown,DDInter unknown interaction between Hydrocortisone and Oxybutynin.
DDInter1365,DDInter893,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Hydroxychloroquine.
DDInter1365,DDInter894,DDInter,Unknown,DDInter unknown interaction between Hydroxyurea and Oxybutynin.
DDInter1365,DDInter896,DDInter,Moderate,DDInter moderate interaction between Hyoscyamine and Oxybutynin.
DDInter1365,DDInter900,DDInter,Unknown,DDInter unknown interaction between Ibuprofen and Oxybutynin.
DDInter1365,DDInter905,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Idelalisib.
DDInter1365,DDInter909,DDInter,Unknown,DDInter unknown interaction between Imatinib and Oxybutynin.
DDInter1365,DDInter970,DDInter,Moderate,DDInter moderate interaction between Ipratropium and Oxybutynin.
DDInter1365,DDInter971,DDInter,Minor,DDInter minor interaction between Ipratropium (nasal) and Oxybutynin.
DDInter1366,DDInter1376,DDInter,Major,DDInter major interaction between Oxycodone and Ozanimod.
DDInter1366,DDInter1377,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Paclitaxel.
DDInter1366,DDInter1379,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Palbociclib.
DDInter1366,DDInter138,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Attapulgite.
DDInter1366,DDInter1382,DDInter,Moderate,DDInter moderate interaction between Palonosetron and Oxycodone.
DDInter1366,DDInter1388,DDInter,Unknown,DDInter unknown interaction between Pantoprazole and Oxycodone.
DDInter1366,DDInter1394,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Paricalcitol.
DDInter1366,DDInter1398,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Pasireotide.
DDInter1366,DDInter1400,DDInter,Major,DDInter major interaction between Oxycodone and Pazopanib.
DDInter1366,DDInter1412,DDInter,Moderate,DDInter moderate interaction between Pegvisomant and Oxycodone.
DDInter1366,DDInter1414,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Pemetrexed.
DDInter1366,DDInter1426,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Pentoxifylline.
DDInter1366,DDInter1427,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Pentoxyverine.
DDInter1366,DDInter1441,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Phenindamine.
DDInter1366,DDInter1447,DDInter,Unknown,DDInter unknown interaction between Phentermine and Oxycodone.
DDInter1366,DDInter1448,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Phentolamine.
DDInter1366,DDInter1461,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Phylloquinone.
DDInter1366,DDInter1464,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Picosulfuric acid.
DDInter1366,DDInter1468,DDInter,Unknown,DDInter unknown interaction between Pimecrolimus and Oxycodone.
DDInter1366,DDInter1472,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Pioglitazone.
DDInter1366,DDInter1476,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Pirbuterol.
DDInter1366,DDInter1487,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Polyethylene glycol (3350 with electrolytes).
DDInter1366,DDInter149,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Azatadine.
DDInter1366,DDInter1497,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Potassium chloride.
DDInter1366,DDInter150,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Azathioprine.
DDInter1366,DDInter1508,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Prasugrel.
DDInter1366,DDInter1513,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Prednisolone.
DDInter1366,DDInter1515,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Prednisone.
DDInter1366,DDInter1526,DDInter,Major,DDInter major interaction between Oxycodone and Procarbazine.
DDInter1366,DDInter1533,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Promethazine.
DDInter1366,DDInter1535,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Propantheline.
DDInter1366,DDInter154,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Azelastine (nasal).
DDInter1366,DDInter1559,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Rabeprazole.
DDInter1366,DDInter1568,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Ranitidine.
DDInter1366,DDInter1581,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Repaglinide.
DDInter1366,DDInter1588,DDInter,Major,DDInter major interaction between Oxycodone and Ribociclib.
DDInter1366,DDInter1594,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Rilonacept.
DDInter1366,DDInter1621,DDInter,Unknown,DDInter unknown interaction between Rosiglitazone and Oxycodone.
DDInter1366,DDInter1622,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Rosuvastatin.
DDInter1366,DDInter1626,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Rucaparib.
DDInter1366,DDInter1632,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Salbutamol.
DDInter1366,DDInter1635,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Salmeterol.
DDInter1366,DDInter1643,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Sarilumab.
DDInter1366,DDInter1647,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Scopolamine.
DDInter1366,DDInter165,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Baricitinib.
DDInter1366,DDInter1652,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Secukinumab.
DDInter1366,DDInter1655,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Selenium Sulfide.
DDInter1366,DDInter1663,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Sevelamer.
DDInter1366,DDInter1665,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Sibutramine.
DDInter1366,DDInter1668,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Siltuximab.
DDInter1366,DDInter1675,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Simvastatin.
DDInter1366,DDInter1678,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Sirolimus.
DDInter1366,DDInter1683,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Sodium bicarbonate.
DDInter1366,DDInter1693,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Sodium sulfate.
DDInter1366,DDInter1699,DDInter,Moderate,DDInter moderate interaction between Somatotropin and Oxycodone.
DDInter1366,DDInter1700,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Somatrem.
DDInter1366,DDInter1702,DDInter,Unknown,DDInter unknown interaction between Sorafenib and Oxycodone.
DDInter1366,DDInter1717,DDInter,Unknown,DDInter unknown interaction between Sucralfate and Oxycodone.
DDInter1366,DDInter1725,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Sulfasalazine.
DDInter1366,DDInter1735,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Tacrolimus.
DDInter1366,DDInter1744,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Tamoxifen.
DDInter1366,DDInter1754,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Tegaserod.
DDInter1366,DDInter1762,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Temozolomide.
DDInter1366,DDInter1768,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Terbinafine.
DDInter1366,DDInter1783,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Tetracycline.
DDInter1366,DDInter1789,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Thalidomide.
DDInter1366,DDInter1791,DDInter,Unknown,DDInter unknown interaction between Theophylline and Oxycodone.
DDInter1366,DDInter1793,DDInter,Moderate,DDInter moderate interaction between Thiethylperazine and Oxycodone.
DDInter1366,DDInter1802,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Ticagrelor.
DDInter1366,DDInter1804,DDInter,Unknown,DDInter unknown interaction between Ticlopidine and Oxycodone.
DDInter1366,DDInter1815,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Tiotropium.
DDInter1366,DDInter1824,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Tocilizumab.
DDInter1366,DDInter1825,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Tofacitinib.
DDInter1366,DDInter1835,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Topotecan.
DDInter1366,DDInter1852,DDInter,Unknown,DDInter unknown interaction between Treprostinil and Oxycodone.
DDInter1366,DDInter1853,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Tretinoin.
DDInter1366,DDInter1855,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Triamcinolone.
DDInter1366,DDInter1873,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Trimethobenzamide.
DDInter1366,DDInter1878,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Tripelennamine.
DDInter1366,DDInter1879,DDInter,Moderate,DDInter moderate interaction between Triprolidine and Oxycodone.
DDInter1366,DDInter1881,DDInter,Moderate,DDInter moderate interaction between Troglitazone and Oxycodone.
DDInter1366,DDInter1886,DDInter,Moderate,DDInter moderate interaction between Trospium and Oxycodone.
DDInter1366,DDInter19,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Acetylcysteine.
DDInter1366,DDInter1906,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Ursodeoxycholic acid.
DDInter1366,DDInter1907,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Ustekinumab.
DDInter1366,DDInter1916,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Vancomycin.
DDInter1366,DDInter1925,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Vemurafenib.
DDInter1366,DDInter1937,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Vincristine.
DDInter1366,DDInter1939,DDInter,Unknown,DDInter unknown interaction between Vinorelbine and Oxycodone.
DDInter1366,DDInter1951,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Warfarin.
DDInter1366,DDInter1955,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Zafirlukast.
DDInter1366,DDInter20,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Acetylsalicylic acid.
DDInter1366,DDInter202,DDInter,Moderate,DDInter moderate interaction between Bexarotene and Oxycodone.
DDInter1366,DDInter204,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Bicalutamide.
DDInter1366,DDInter219,DDInter,Unknown,DDInter unknown interaction between Bleomycin and Oxycodone.
DDInter1366,DDInter220,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Blinatumomab.
DDInter1366,DDInter222,DDInter,Unknown,DDInter unknown interaction between Bortezomib and Oxycodone.
DDInter1366,DDInter233,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Brigatinib.
DDInter1366,DDInter235,DDInter,Moderate,DDInter moderate interaction between Brimonidine (ophthalmic) and Oxycodone.
DDInter1366,DDInter236,DDInter,Moderate,DDInter moderate interaction between Brimonidine (topical) and Oxycodone.
DDInter1366,DDInter245,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Brompheniramine.
DDInter1366,DDInter246,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Budesonide.
DDInter1366,DDInter25,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Acyclovir.
DDInter1366,DDInter252,DDInter,Major,DDInter major interaction between Oxycodone and Bupropion.
DDInter1366,DDInter263,DDInter,Unknown,DDInter unknown interaction between Caffeine and Oxycodone.
DDInter1366,DDInter268,DDInter,Unknown,DDInter unknown interaction between Calcitriol and Oxycodone.
DDInter1366,DDInter27,DDInter,Moderate,DDInter moderate interaction between Adalimumab and Oxycodone.
DDInter1366,DDInter272,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Calcium chloride.
DDInter1366,DDInter28,DDInter,Unknown,DDInter unknown interaction between Adapalene and Oxycodone.
DDInter1366,DDInter281,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Canakinumab.
DDInter1366,DDInter285,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Capecitabine.
DDInter1366,DDInter297,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Carbinoxamine.
DDInter1366,DDInter298,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Carboplatin.
DDInter1366,DDInter302,DDInter,Unknown,DDInter unknown interaction between Carmustine and Oxycodone.
DDInter1366,DDInter336,DDInter,Moderate,DDInter moderate interaction between Celecoxib and Oxycodone.
DDInter1366,DDInter340,DDInter,Major,DDInter major interaction between Oxycodone and Ceritinib.
DDInter1366,DDInter342,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Certolizumab pegol.
DDInter1366,DDInter343,DDInter,Moderate,DDInter moderate interaction between Cetirizine and Oxycodone.
DDInter1366,DDInter351,DDInter,Major,DDInter major interaction between Chloramphenicol and Oxycodone.
DDInter1366,DDInter354,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Chlorcyclizine.
DDInter1366,DDInter356,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Chlorhexidine.
DDInter1366,DDInter361,DDInter,Major,DDInter major interaction between Oxycodone and Chlorphenesin.
DDInter1366,DDInter362,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Chlorpheniramine.
DDInter1366,DDInter377,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Ciclopirox.
DDInter1366,DDInter38,DDInter,Moderate,DDInter moderate interaction between Aldesleukin and Oxycodone.
DDInter1366,DDInter380,DDInter,Major,DDInter major interaction between Oxycodone and Cimetidine.
DDInter1366,DDInter381,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Cinacalcet.
DDInter1366,DDInter387,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Cisplatin.
DDInter1366,DDInter393,DDInter,Major,DDInter major interaction between Oxycodone and Clarithromycin.
DDInter1366,DDInter395,DDInter,Moderate,DDInter moderate interaction between Clemastine and Oxycodone.
DDInter1366,DDInter397,DDInter,Moderate,DDInter moderate interaction between Oxycodone and Clidinium.
DDInter1366,DDInter398,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Clindamycin.
DDInter1366,DDInter40,DDInter,Moderate,DDInter moderate interaction between Alefacept and Oxycodone.
DDInter1366,DDInter402,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Clobetasol.
DDInter1366,DDInter405,DDInter,Unknown,DDInter unknown interaction between Oxycodone and Clofarabine.
